O,N,B,S,P,Specific surface area,Smicro,Smeso,Pore volume,Vmicro,Vmeso,Rmic/mes,Dap,ID/IG,Electrolyte,Current collector,Active mass loading,Potential window,Current density,Specific capacity
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,4.0,97.1
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,5.0,95.0
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,10.0,88.8
9.05,1.32,0.0,1.67,0.0,2773.02,,,1.91,1.1,0.81,1.358,2.75511896776799,1.19,2M ZnSO4,stainless-steel mesh,,1.6,20.0,81.6
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,122.4
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,92.4
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,79.7
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1.0,72.7
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2.0,68.4
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5.0,61.1
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10.0,55.7
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20.0,49.1
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40.0,43.7
9.71,5.41,0.0,0.0,0.0,670.0,,,0.72,0.43,0.14,3.071,4.29850746268657,1.89,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50.0,42.2
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,153.4
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,117.6
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,101.3
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1.0,93.9
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2.0,90.1
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5.0,83.1
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10.0,77.7
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20.0,72.3
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40.0,66.9
7.21,3.67,0.0,0.0,0.0,1777.0,,,1.56,0.9,0.39,2.308,3.51153629712999,2.0,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50.0,64.2
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,191.4
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,167.7
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,149.1
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1.0,138.4
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2.0,130.8
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5.0,123.6
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10.0,116.7
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20.0,113.8
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40.0,105.6
8.35,2.41,0.0,0.0,0.0,2511.0,,,2.17,0.95,0.81,1.173,3.45679012345679,2.07,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50.0,99.9
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.1,158.6
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.2,127.2
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,0.5,112.1
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,1.0,104.0
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,2.0,99.3
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,5.0,91.6
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,10.0,86.2
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,20.0,81.6
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,40.0,76.1
6.98,2.3,0.0,0.0,0.0,2353.0,,,2.14,0.81,1.04,0.779,3.63790905227369,2.18,3M Zn(CF3SO3)2,stainless-steel mesh,,1.7,50.0,73.9
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.1,189.4
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.2,155.0
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,0.5,136.6
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,1.0,126.1
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,2.0,117.1
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,3.0,112.5
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,4.0,109.3
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,5.0,106.7
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,7.0,103.6
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,10.0,100.0
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,14.0,97.2
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,20.0,94.2
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,50.0,84.2
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,70.0,66.9
15.55,2.61,0.0,0.0,0.0,3139.2,1295.9,,1.74,0.97,,1.25974025974026,2.217125382263,1.02,2M ZnSO4,graphite paper,1.0,1.6,100.0,59.4
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.1,225.3
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.2,196.8
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,0.5,174.3
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,1.0,161.1
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,2.0,150.8
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,3.0,144.4
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,4.0,141.2
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,5.0,138.6
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,7.0,134.0
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,10.0,129.3
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,14.0,124.5
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,20.0,118.7
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,50.0,103.0
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,70.0,88.8
12.89,3.05,0.0,0.0,0.0,3224.9,1257.6,,1.93,0.93,,0.93,2.39387267822258,0.94,2M ZnSO4,graphite paper,1.0,1.6,100.0,73.8
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.1,193.0
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.2,160.1
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,0.5,141.2
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,1.0,129.3
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,2.0,120.9
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,3.0,116.7
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,4.0,112.9
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,5.0,110.9
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,7.0,108.3
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,10.0,104.5
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,14.0,102.0
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,20.0,99.4
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,50.0,91.0
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,70.0,79.4
10.45,2.44,0.0,0.0,0.0,2993.2,1291.5,,1.71,0.91,,1.1375,2.28517974074569,0.91,2M ZnSO4,graphite paper,1.0,1.6,100.0,70.2
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.1,189.3
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.2,160.1
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,0.5,133.8
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,1.0,123.8
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,2.0,116.1
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,5.0,106.5
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,10.0,101.1
6.2,1.6,0.0,0.0,0.0,2691.29,,,1.77,0.58,,0.487394957983193,2.63070869360047,1.088,2M ZnSO4,stainless-steel mesh,1.1,1.79,20.0,96.7
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,89.3333333333333
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,80.4444444444444
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,76.4444444444444
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,71.1111111111111
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,65.7777777777778
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,58.2222222222222
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,44.8888888888889
8.2,0.0,0.0,0.0,0.0,1500.0,,,0.78,0.54,0.24,2.25,2.08,1.01,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,18.2222222222222
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,81.7777777777778
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,76.0
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,67.1111111111111
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,62.2222222222222
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,56.4444444444444
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,50.6666666666667
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,40.8888888888889
6.3,0.0,0.0,0.0,0.0,1886.0,,,0.93,0.66,0.27,2.444,1.97242841993637,1.04,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,28.4444444444444
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,136.888888888889
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,113.333333333333
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,102.222222222222
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,92.4444444444444
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,85.7777777777778
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,79.1111111111111
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,72.0
6.8,0.0,0.0,0.0,0.0,1410.0,,,0.77,0.49,0.28,1.75,2.18439716312057,1.09,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,61.7777777777778
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,0.5,73.3333333333333
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,1.0,64.4444444444444
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,2.0,59.1111111111111
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,5.0,54.6666666666667
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,10.0,51.5555555555556
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,20.0,45.3333333333333
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,50.0,41.7777777777778
4.3,0.0,0.0,0.0,0.0,1655.0,,,0.81,0.58,0.23,2.522,1.95770392749245,1.05,1M ZnSO4,stainless-steel mesh,2.0,1.6,100.0,31.5555555555556
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,0.5,194.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,1.0,172.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,2.0,152.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,4.0,138.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,6.0,129.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,8.0,123.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,10.0,119.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,15.0,113.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,20.0,108.0
11.54,0.0,0.0,0.47,0.0,2813.0,1805.0,,1.82,0.86,0.49,1.755,2.5879843583363,1.01,2M ZnSO4,Carbon cloth,1.5,1.6,30.0,102.0
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,127.5
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,117.1
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,106.8
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,87.8
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,67.9
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,20.0,42.4
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,30.0,23.9
6.15,13.57,0.0,0.0,0.0,1274.8,1127.8,,0.551,0.394,,2.50955414012739,1.72889865076875,1.97,2M ZnSO4,stainless-steel mesh,1.0,1.6,60.0,17.4
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,0.5,194.4
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,1.0,178.5
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,2.0,165.5
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,5.0,147.4
6.82,2.11,0.0,0.0,0.0,3407.6,1076.7,,1.953,0.574,,0.416243654822335,2.29252259654889,2.41,2M ZnSO4,stainless-steel mesh,1.0,1.6,10.0,131.8
